pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Europe	chr6	8660001	8680000	0.011098971616524	19434	308663	27810054	84479598
Japan	chr6	8660001	8680000	0.0023161977468862	19434	10398	4489254	13895310
Europe	chr6	8680001	8700000	0.0065974360615619	19291	182125	27605421	83857977
Japan	chr6	8680001	8700000	0.0027806071557043	19291	12391	4456221	13793065
Europe	chr6	8700001	8720000	0.0016246204353791	19750	45915	28261986	85853514
Japan	chr6	8700001	8720000	0.0005190421392953	19750	2368	4562250	14121250
Japan	chr6	8720001	8740000	0.0010560381536365	19570	4774	4520670	13992550
Europe	chr6	8720001	8740000	0.0033035204485537	19570	92514	28004670	85070790
Japan	chr6	8740001	8760000	0.0006432087816559	19242	2859	4444902	13758030
Europe	chr6	8740001	8760000	0.0044507097783492	19242	122550	27534934	83645342
Japan	chr6	8760001	8780000	0.0024121758617373	19043	10611	4398933	13615745
Europe	chr6	8760001	8780000	0.0145212150997326	19043	395698	27249648	82780806
Europe	chr6	8780001	8800000	0.0031126922266901	19627	87422	28085655	85319151
Japan	chr6	8780001	8800000	0.0006863943278066	19627	3112	4533837	14033305
Europe	chr6	8800001	8820000	0.0013741396971656	19431	38209	27805761	84466557
Japan	chr6	8800001	8820000	0.0003078937770924	19431	1382	4488561	13893165
Europe	chr6	8820001	8840000	0.0012119326975838	19667	34108	28143477	85492449
Japan	chr6	8820001	8840000	0.0003030985387216	19667	1377	4543077	14061905
Japan	chr6	8840001	8860000	0.0002314192622117	19810	1059	4576110	14164150
Europe	chr6	8840001	8860000	0.0006507312127686	19810	18447	28348110	86114070
Europe	chr6	8860001	8880000	0.001254826566997	19663	35308	28137753	85475061
Japan	chr6	8860001	8880000	0.0004257892677767	19663	1934	4542153	14059045
Europe	chr6	8880001	8900000	0.0037409772168069	19065	102061	27281909	82875661
Japan	chr6	8880001	8900000	0.0011923210979072	19065	5251	4404015	13631475
Japan	chr6	8900001	8920000	0.0009546342655464	19327	4262	4464537	13818805
Europe	chr6	8900001	8920000	0.0026247353100226	19327	72592	27656884	84014522
Europe	chr6	8920001	8940000	0.001746963167861	19459	48645	27845464	84588638
Japan	chr6	8920001	8940000	0.0010938750339541	19459	4917	4495029	13913185
Europe	chr6	8940001	8960000	0.0028623243981259	19171	78524	27433648	83336390
Japan	chr6	8940001	8960000	0.0009167887734472	19171	4060	4428501	13707265
Europe	chr6	8960001	8980000	0.0038067552974092	19521	106340	27934551	84857787
Japan	chr6	8960001	8980000	0.000993491081089	19521	4480	4509351	13957515
Europe	chr6	8980001	9000000	0.006192169882481	19395	171859	27754245	84310065
Japan	chr6	8980001	9000000	0.0021822467298105	19395	9777	4480245	13867425
Japan	chr6	9000001	9020000	0.0025285223917844	19307	11277	4459917	13804505
Europe	chr6	9000001	9020000	0.0067754811504458	19307	187193	27628001	83927845
Japan	chr6	9020001	9040000	0.0017159303309394	19668	7796	4543308	14062620
Europe	chr6	9020001	9040000	0.0033997268706652	19668	95685	28144908	85496796
Europe	chr6	9040001	9060000	0.0054089319233826	19275	149192	27582525	83788425
Japan	chr6	9040001	9060000	0.0014299751264731	19275	6367	4452525	13781625
Europe	chr6	9060001	9080000	0.0035177792881477	19710	99219	28205010	85679370
Japan	chr6	9060001	9080000	0.0011504477257901	19710	5238	4553010	14092650
Europe	chr6	9080001	9100000	0.0035831544592692	19298	98950	27615332	83888512
Japan	chr6	9080001	9100000	0.0040077723775516	19298	17866	4457838	13798070
Europe	chr6	9100001	9120000	0.0083176713056524	18847	224325	26969688	81928278
Japan	chr6	9100001	9120000	0.0040441863013094	18847	17607	4353657	13475605
Europe	chr6	9120001	9140000	0.0058792741388901	19122	160878	27363582	83123334
Japan	chr6	9120001	9140000	0.0016648623488912	19122	7354	4417182	13672230
Europe	chr6	9140001	9160000	0.013004625618664	18359	341654	26271729	79806573
Japan	chr6	9140001	9160000	0.0041821025534735	18359	17736	4240929	13126685
Europe	chr6	9160001	9180000	0.0074940236967762	19030	204072	27231299	82724041
Japan	chr6	9160001	9180000	0.0017024838885059	19030	7484	4395930	13606450
Europe	chr6	9180001	9200000	0.0074263483334213	19126	203254	27369306	83140722
Japan	chr6	9180001	9200000	0.0038412387570601	19126	16971	4418106	13675090
Europe	chr6	9200001	9220000	0.0037325073156316	19278	102968	27586818	83801466
Japan	chr6	9200001	9220000	0.0021743826599102	19278	9683	4453218	13783770
Europe	chr6	9220001	9240000	0.0073659806677189	18962	199870	27134201	82428235
Japan	chr6	9220001	9240000	0.0049088836136615	18962	21502	4380222	13557830
Japan	chr6	9240001	9260000	0.0041002802626022	18605	17622	4297755	13302575
Europe	chr6	9240001	9260000	0.0110330764298745	18605	293739	26623490	80876200
Europe	chr6	9260001	9280000	0.001425365557797	19875	40539	28441125	86396625
Japan	chr6	9260001	9280000	0.0005937542541316	19875	2726	4591125	14210625
Europe	chr6	9280001	9300000	0.0036903886735414	19235	101579	27525285	83614545
Japan	chr6	9280001	9300000	0.0024430123208391	19235	10855	4443285	13753025
Europe	chr6	9300001	9320000	0.0048146649238568	19208	132339	27486648	83497176
Japan	chr6	9300001	9320000	0.0017764062953567	19208	7882	4437048	13733720
Japan	chr6	9320001	9340000	0.0051659200579274	19227	22944	4441416	13747326
Europe	chr6	9320001	9340000	0.0064316883630834	19227	176954	27512838	83580768
Europe	chr6	9340001	9360000	0.0079809755835934	19023	217257	27221860	82693034
Japan	chr6	9340001	9360000	0.00639644922881	19023	28108	4394313	13601445
Europe	chr6	9360001	9380000	0.0039811173708733	18961	108020	27133086	82423572
Japan	chr6	9360001	9380000	0.003176947167243	18961	13915	4379991	13557115
Europe	chr6	9380001	9400000	0.0034230338202126	19174	93921	27437941	83349431
Japan	chr6	9380001	9400000	0.002982258171577	19174	13209	4429194	13709410
Japan	chr6	9400001	9420000	0.0045130708309658	19497	20326	4503807	13940355
Europe	chr6	9400001	9420000	0.0033588998103132	19497	93714	27900207	84753459
Japan	chr6	9420001	9440000	0.0046978462520216	19483	21143	4500573	13930345
Europe	chr6	9420001	9440000	0.004557755075623	19483	127071	27880173	84692601
Europe	chr6	9440001	9460000	0.004706062251558	19313	130059	27636481	83954033
Japan	chr6	9440001	9460000	0.0052568084994783	19313	23452	4461262	13808836
Europe	chr6	9460001	9480000	0.0146252785442914	18745	392306	26823831	81484779
Japan	chr6	9460001	9480000	0.012674548710825	18745	54882	4330095	13402675
Europe	chr6	9480001	9500000	0.0023665327612239	19627	66467	28086237	85318569
Japan	chr6	9480001	9500000	0.0029456286143502	19627	13355	4533837	14033305
Europe	chr6	9500001	9520000	0.004069768131863	19431	113163	27805761	84466557
Japan	chr6	9500001	9520000	0.0045415446063894	19431	20385	4488561	13893165
Europe	chr6	9520001	9540000	0.0072273641359906	19465	201314	27854415	84614355
Japan	chr6	9520001	9540000	0.0077750830383761	19465	34960	4496415	13917475
Japan	chr6	9540001	9560000	0.0020885122136775	19654	9482	4540074	14052610
Europe	chr6	9540001	9560000	0.0023022325362239	19654	64750	28124874	85435938
Europe	chr6	9560001	9580000	0.0014059538698266	19547	39327	27971757	84970809
Japan	chr6	9560001	9580000	0.0009042474382424	19547	4083	4515357	13976105
Europe	chr6	9580001	9600000	0.0019504594468882	19522	54488	27935982	84862134
Japan	chr6	9580001	9600000	0.0006774463797309	19522	3055	4509582	13958230
Europe	chr6	9600001	9620000	0.0062877228995592	18955	170552	27124605	82397385
Japan	chr6	9600001	9620000	0.0036271826300842	18955	15882	4378605	13552825
Europe	chr6	9620001	9640000	0.0051891080365217	19516	144918	27927343	84836105
Japan	chr6	9620001	9640000	0.0030577641256058	19516	13785	4508196	13953940
Japan	chr6	9640001	9660000	0.0028967472225149	19474	13031	4498494	13923910
Europe	chr6	9640001	9660000	0.0045630267941372	19474	127158	27867029	84653743
Europe	chr6	9660001	9680000	0.0021547799513187	19667	60643	28143477	85492449
Japan	chr6	9660001	9680000	0.0013101252741258	19667	5952	4543077	14061905
Europe	chr6	9680001	9700000	0.0043565827148242	19469	121375	27860139	84631743
Japan	chr6	9680001	9700000	0.0024981439024276	19469	11235	4497339	13920335
Japan	chr6	9700001	9720000	0.0023980431860992	19491	10797	4502421	13936065
Europe	chr6	9700001	9720000	0.0041232096191182	19491	115003	27891621	84727377
Japan	chr6	9720001	9740000	0.0018080572298674	19523	8154	4509813	13958945
Europe	chr6	9720001	9740000	0.0029846714869411	19523	83384	27937413	84866481
Europe	chr6	9740001	9760000	0.002979370508498	19493	83108	27894483	84736071
Japan	chr6	9740001	9760000	0.0028452882297852	19493	12812	4502883	13937495
Japan	chr6	9760001	9780000	0.0087620075923117	19197	38855	4434486	13725876
Europe	chr6	9760001	9780000	0.006782680261174	19197	186321	27470114	83450152
Japan	chr6	9780001	9800000	0.0059358243466157	19521	26765	4509062	13957804
Europe	chr6	9780001	9800000	0.0053226237358571	19521	148664	27930586	84861752
Japan	chr6	9800001	9820000	0.0013881642546137	19341	6202	4467771	13828815
Europe	chr6	9800001	9820000	0.0042990253521601	19341	118984	27676971	84075327
Japan	chr6	9820001	9840000	0.003235276565075	18860	14095	4356660	13484900
Europe	chr6	9820001	9840000	0.0095316699680532	18860	257247	26988660	81984420
Europe	chr6	9840001	9860000	0.0052884386118842	19021	143946	27218998	82684340
Japan	chr6	9840001	9860000	0.0011404574256159	19021	5011	4393851	13600015
Japan	chr6	9860001	9880000	0.0019441284133338	19143	8597	4422033	13687245
Europe	chr6	9860001	9880000	0.0045853720826295	19143	125610	27393633	83214621
Europe	chr6	9880001	9900000	0.0036420582937754	19312	100650	27635472	83949264
Japan	chr6	9880001	9900000	0.0029394280119217	19312	13113	4461072	13808080
Europe	chr6	9900001	9920000	0.0019573129745506	19675	55108	28154925	85527225
Japan	chr6	9900001	9920000	0.0006620571296556	19675	3009	4544925	14067625
Europe	chr6	9920001	9940000	0.0035668327619004	19407	99056	27771417	84362229
Japan	chr6	9920001	9940000	0.0015507413868829	19407	6952	4483017	13876005
Europe	chr6	9940001	9960000	0.01134826917524	19105	310243	27338354	83050336
Japan	chr6	9940001	9960000	0.0036490420924618	19105	16104	4413213	13660117
Europe	chr6	9960001	9980000	0.0062908373837881	18857	169752	26984007	81971739
Japan	chr6	9960001	9980000	0.0029288842209174	18857	12758	4355925	13482797
Japan	chr6	9980001	10000000	0.0012663101207401	19599	5733	4527327	14013327
Europe	chr6	9980001	10000000	0.0031588926497074	19599	88594	28045904	85197118
Europe	chr6	10000001	10020000	0.004789729334378	19459	133371	27845206	84588896
Japan	chr6	10000001	10020000	0.0029016633563277	19459	13043	4495008	13913206
Europe	chr6	10020001	10040000	0.0081091112572325	19288	223808	27599572	83846492
Japan	chr6	10020001	10040000	0.0055599134994888	19288	24772	4455465	13790983
Europe	chr6	10040001	10060000	0.0060839880724427	19306	168081	27626780	83923288
Japan	chr6	10040001	10060000	0.0037005195930437	19306	16503	4459644	13803832
Europe	chr6	10060001	10080000	0.0061706682217942	19096	168622	27326376	83010312
Japan	chr6	10060001	10080000	0.0037638489146658	19096	16603	4411176	13653640
Europe	chr6	10080001	10100000	0.0038893503855493	19505	108558	27911602	84788288
Japan	chr6	10080001	10100000	0.0019788558058643	19505	8916	4505634	13946096
Europe	chr6	10100001	10120000	0.0092420228603922	19304	255297	27623498	83915014
Japan	chr6	10100001	10120000	0.0066091204561596	19304	29471	4459141	13802443
Japan	chr6	10120001	10140000	0.004720131051539	18871	20576	4359201	13492765
Europe	chr6	10120001	10140000	0.0059141216814418	18871	159707	27004348	82032290
Japan	chr6	10140001	10160000	0.0039693131950897	19413	17800	4484403	13880295
Europe	chr6	10140001	10160000	0.005057378863494	19413	140494	27780003	84388311
Europe	chr6	10160001	10180000	0.0035853572649784	19327	99160	27656937	84014469
Japan	chr6	10160001	10180000	0.002358139265057	19327	10528	4464537	13818805
Japan	chr6	10180001	10200000	0.0015741023157586	19416	7060	4485096	13882440
Europe	chr6	10180001	10200000	0.0026870779688112	19416	74658	27784084	84401564
Japan	chr6	10200001	10220000	0.000481050132663	19375	2153	4475625	13853125
Europe	chr6	10200001	10220000	0.0010698549030477	19375	29662	27725255	84223495
Europe	chr6	10220001	10240000	0.0015576782715873	19054	42472	27266221	82827791
Japan	chr6	10220001	10240000	0.0008060935950093	19054	3548	4401474	13623610
Europe	chr6	10240001	10260000	0.0008039744440607	19490	22423	27890190	84723030
Japan	chr6	10240001	10260000	0.0005595054851083	19490	2519	4502190	13935350
Europe	chr6	10260001	10280000	0.0006256858063385	19561	17514	27991685	85031773
Japan	chr6	10260001	10280000	0.0004399601557211	19561	1988	4518591	13986115
Europe	chr6	10280001	10300000	0.0002613563268412	19754	7388	28267921	85870691
Japan	chr6	10280001	10300000	0.0004426743315069	19754	2020	4563174	14124110
Europe	chr6	10300001	10320000	0.0008019270434539	19648	22547	28116024	85410120
Japan	chr6	10300001	10320000	0.0007215741641637	19648	3275	4538688	14048320
Europe	chr6	10320001	10340000	0.0026102516460925	19326	72187	27655188	84010440
Japan	chr6	10320001	10340000	0.0010176273759012	19326	4543	4464306	13818090
Japan	chr6	10340001	10360000	0.0013413285470226	19529	6051	4511199	13963235
Europe	chr6	10340001	10360000	0.0021637444415567	19529	60468	27945999	84892563
Japan	chr6	10360001	10380000	0.0018186560960328	19533	8206	4512123	13966095
Europe	chr6	10360001	10380000	0.0030243931653157	19533	84537	27951723	84909951
Europe	chr6	10380001	10400000	0.0030756766910377	19639	86437	28103409	85370733
Japan	chr6	10380001	10400000	0.0019117803628216	19639	8673	4536609	14041885
Japan	chr6	10400001	10420000	0.0013881917150831	19456	6239	4494336	13911040
Europe	chr6	10400001	10420000	0.002549217654821	19456	70974	27841483	84575285
Japan	chr6	10420001	10440000	0.0013294901988667	19361	5946	4472391	13843115
Europe	chr6	10420001	10440000	0.0031144255323772	19361	86287	27705591	84162267
Japan	chr6	10440001	10460000	0.0027408074955126	19181	12144	4430811	13714415
Europe	chr6	10440001	10460000	0.0056035014652164	19181	153802	27447481	83380337
Japan	chr6	10460001	10480000	0.0014323487101093	19506	6454	4505886	13946790
Europe	chr6	10460001	10480000	0.0026501906668435	19506	73975	27913086	84792582
Europe	chr6	10480001	10500000	0.003388009949419	19485	94468	27883035	84701295
Japan	chr6	10480001	10500000	0.0021928289826673	19485	9870	4501035	13931775
Japan	chr6	10500001	10520000	0.0019943229090197	19460	8965	4495260	13913900
Europe	chr6	10500001	10520000	0.0028769078178607	19460	80114	27847260	84592620
Japan	chr6	10520001	10540000	0.0029504562121599	19545	13321	4514895	13974675
Europe	chr6	10520001	10540000	0.0033857254639484	19545	94695	27968895	84962115
Japan	chr6	10540001	10560000	0.0060266211035709	18820	26200	4347378	13456342
Europe	chr6	10540001	10560000	0.0074715020762135	18820	201215	26930997	81810963
Europe	chr6	10560001	10580000	0.0045041888092568	19264	124166	27566784	83740608
Japan	chr6	10560001	10580000	0.0024782111576131	19264	11028	4449984	13773760
Europe	chr6	10580001	10600000	0.0054754193983839	19329	151449	27659799	84023163
Japan	chr6	10580001	10600000	0.0024624865537483	19329	10995	4464999	13820235
Japan	chr6	10600001	10620000	0.0032704440949121	19552	14771	4516512	13979680
Europe	chr6	10600001	10620000	0.0060828427635308	19552	170191	27978859	84992597
Europe	chr6	10620001	10640000	0.0025004169008865	19796	70832	28328076	86053212
Japan	chr6	10620001	10640000	0.0014030557574707	19796	6416	4572876	14154140
Europe	chr6	10640001	10660000	0.0009691928958816	19702	27325	28193562	85644594
Japan	chr6	10640001	10660000	0.0006222586671272	19702	2832	4551162	14086930
Europe	chr6	10660001	10680000	0.00369552236571	19227	101678	27513837	83579769
Japan	chr6	10660001	10680000	0.0016951720805676	19227	7529	4441437	13747305
Europe	chr6	10680001	10700000	0.0024928006376088	19584	69860	28024704	85131648
Japan	chr6	10680001	10700000	0.0011739860085448	19584	5311	4523904	14002560
Europe	chr6	10700001	10720000	0.0035268020943272	19242	97111	27535143	83645133
Japan	chr6	10700001	10720000	0.0018997044254294	19242	8444	4444902	13758030
Japan	chr6	10720001	10740000	0.0018557043440402	19290	8269	4455990	13792350
Europe	chr6	10720001	10740000	0.0043488166551954	19290	120044	27603831	83853789
Europe	chr6	10740001	10760000	0.0017663416234986	19631	49620	28091961	85335957
Japan	chr6	10740001	10760000	0.000923753203311	19631	4189	4534761	14036165
Europe	chr6	10760001	10780000	0.0045895443727012	19571	128535	28006048	85075190
Japan	chr6	10760001	10780000	0.003378308881349	19571	15273	4520901	13993265
Europe	chr6	10780001	10800000	0.0044574445572911	19358	123477	27701298	84149226
Japan	chr6	10780001	10800000	0.0050401435875141	19358	22538	4471698	13840970
Europe	chr6	10800001	10820000	0.0048300638277622	19120	132153	27360508	83114852
Japan	chr6	10800001	10820000	0.0047440632982526	19120	20953	4416678	13670842
Europe	chr6	10820001	10840000	0.0036697885778196	19573	102786	28008698	85084096
Japan	chr6	10820001	10840000	0.0032567612907877	19573	14725	4521363	13994695
Japan	chr6	10840001	10860000	0.0071775226840698	18863	31275	4357353	13487045
Europe	chr6	10840001	10860000	0.0084571498431068	18863	228283	26992900	81997514
Europe	chr6	10860001	10880000	0.0032199661110495	19509	89892	27917064	84805938
Japan	chr6	10860001	10880000	0.0028682510613926	19509	12926	4506579	13948935
Europe	chr6	10880001	10900000	0.0047559534889021	19500	132712	27904394	84766606
Japan	chr6	10880001	10900000	0.0021027861027861	19500	9472	4504500	13942500
Europe	chr6	10900001	10920000	0.0059110033775914	19200	162406	27475200	83462400
Japan	chr6	10900001	10920000	0.0024001286081125	19200	10645	4435179	13728021
Europe	chr6	10920001	10940000	0.0014414455930285	19471	40163	27863001	84640437
Japan	chr6	10920001	10940000	0.0007625948769187	19471	3430	4497801	13921765
Europe	chr6	10940001	10960000	0.0035659358704199	19476	99383	27870103	84662225
Japan	chr6	10940001	10960000	0.0023078687588853	19476	10383	4498956	13925340
Japan	chr6	10960001	10980000	0.0042055109482495	19280	18730	4453680	13785200
Europe	chr6	10960001	10980000	0.0047945826120491	19280	132281	27589680	83810160
Europe	chr6	10980001	11000000	0.0032898666095236	19733	92899	28237923	85779351
Japan	chr6	10980001	11000000	0.0031364749417655	19733	14297	4558302	14109116
Japan	chr6	11000001	11020000	0.0018989062467323	19665	8626	4542615	14060475
Europe	chr6	11000001	11020000	0.0026559476400924	19665	74740	28140615	85483755
Japan	chr6	11020001	11040000	0.0021797150785369	19777	9958	4568487	14140555
Europe	chr6	11020001	11040000	0.0032479900718306	19777	91921	28300887	85970619
Japan	chr6	11040001	11060000	0.0136366701088364	18299	57642	4226985	13083869
Europe	chr6	11040001	11060000	0.0147187954649972	18299	385381	26182917	79548705
Japan	chr6	11060001	11080000	0.0035261391708766	19411	15811	4483941	13878865
Europe	chr6	11060001	11080000	0.0078914921894024	19411	219201	27776876	84379882
Europe	chr6	11080001	11100000	0.0061906235905573	19431	172135	27805761	84466557
Japan	chr6	11080001	11100000	0.0040431855347173	19431	18148	4488540	13893186
Europe	chr6	11100001	11120000	0.0049992598347641	19501	139509	27905931	84770847
Japan	chr6	11100001	11120000	0.0046928440344162	19501	21140	4504731	13943215
Japan	chr6	11120001	11140000	0.002496160638996	19729	11376	4557399	14106235
Europe	chr6	11120001	11140000	0.0020838971842044	19729	58833	28232199	85761963
Japan	chr6	11140001	11160000	0.00698450227709	19225	31018	4440975	13745875
Europe	chr6	11140001	11160000	0.0079829329671646	19225	219617	27510816	83571234
Japan	chr6	11160001	11180000	0.0042901902451008	19295	19122	4457145	13795925
Europe	chr6	11160001	11180000	0.0050660340235799	19295	139879	27611145	83875365
Europe	chr6	11180001	11200000	0.0072756077807825	18909	196866	27058358	82197844
Japan	chr6	11180001	11200000	0.0073084142574861	18909	31923	4367979	13519935
Europe	chr6	11200001	11220000	0.0096042161263034	18848	259040	26971488	81932256
Japan	chr6	11200001	11220000	0.0093254580733358	18848	40602	4353888	13476320
Europe	chr6	11220001	11240000	0.0055714901335252	19487	155366	27885897	84709989
Japan	chr6	11220001	11240000	0.0043390010034439	19487	19532	4501497	13933205
Europe	chr6	11240001	11260000	0.0063979919312653	19090	174779	27317790	82984230
Japan	chr6	11240001	11260000	0.0049993310339041	19090	22046	4409790	13649350
Europe	chr6	11260001	11280000	0.0057008291126032	19077	155628	27299187	82927719
Japan	chr6	11260001	11280000	0.0045164424783861	19077	19903	4406787	13640055
Europe	chr6	11280001	11300000	0.0077939915250599	19195	214082	27467569	83441141
Japan	chr6	11280001	11300000	0.005682621624273	19195	25197	4434045	13724425
Japan	chr6	11300001	11320000	0.0041623756438761	19433	18685	4489023	13894595
Europe	chr6	11300001	11320000	0.0058936148101106	19433	163893	27808570	84475304
Europe	chr6	11320001	11340000	0.0105843190444708	19414	294047	27781381	84392711
Japan	chr6	11320001	11340000	0.0098008456917018	19414	43953	4484613	13881031
Japan	chr6	11340001	11360000	0.0030097120193688	19468	13535	4497108	13919620
Europe	chr6	11340001	11360000	0.0036560989753453	19468	101854	27858655	84627449
Europe	chr6	11360001	11380000	0.0022212008318513	19458	61848	27844398	84583926
Japan	chr6	11360001	11380000	0.0018610402514195	19458	8365	4494798	13912470
Europe	chr6	11380001	11400000	0.0030316684540746	19459	84419	27845723	84588379
Japan	chr6	11380001	11400000	0.0025980781163199	19459	11678	4494861	13913353
Europe	chr6	11400001	11420000	0.0062674491008761	19353	173567	27693404	84128230
Japan	chr6	11400001	11420000	0.0067339163488402	19353	30102	4470207	13837731
Europe	chr6	11420001	11440000	0.0014699519003758	19721	41482	28219971	85727967
Japan	chr6	11420001	11440000	0.0015644649790991	19721	7127	4555551	14100515
Europe	chr6	11440001	11460000	0.0082524157969758	19185	226554	27453052	83397878
Japan	chr6	11440001	11460000	0.0096527327068181	19185	42774	4431284	13717726
Europe	chr6	11460001	11480000	0.0058000599514166	19541	162185	27962642	84945256
Japan	chr6	11460001	11480000	0.0066123904784058	19541	29848	4513950	13971836
Japan	chr6	11480001	11500000	0.0044389556733354	19686	20186	4547466	14075490
Europe	chr6	11480001	11500000	0.0052753456379057	19686	148610	28170666	85575042
Japan	chr6	11500001	11520000	0.0026678900238633	19788	12195	4571028	14148420
Europe	chr6	11500001	11520000	0.0037910940525828	19788	107351	28316628	86018436
Europe	chr6	11520001	11540000	0.001731469457388	19760	48960	28276560	85896720
Japan	chr6	11520001	11540000	0.0013407644986592	19760	6120	4564560	14128400
Europe	chr6	11540001	11560000	0.0011347256626458	19771	32104	28292301	85944537
Japan	chr6	11540001	11560000	0.0010873418389477	19771	4966	4567101	14136265
Europe	chr6	11560001	11580000	0.0065041783983795	19326	179876	27655453	84010175
Japan	chr6	11560001	11580000	0.0061931238584451	19326	27648	4464306	13818090
Europe	chr6	11580001	11600000	0.0099343859462497	18959	269520	27130011	82415091
Japan	chr6	11580001	11600000	0.0077434469436195	18959	33912	4379445	13555769
Japan	chr6	11600001	11620000	0.0067554642279733	19643	30653	4537512	14044766
Europe	chr6	11600001	11620000	0.0060033496775798	19643	168748	28108974	85388280
Europe	chr6	11620001	11640000	0.0091092391650262	19082	248740	27306342	82949454
Japan	chr6	11620001	11640000	0.0058945875422135	19082	25983	4407942	13643630
Europe	chr6	11640001	11660000	0.0077280402329243	19187	212182	27456120	83406366
Japan	chr6	11640001	11660000	0.0056619775700403	19187	25095	4432197	13718705
Europe	chr6	11660001	11680000	0.0080623757622494	18766	216501	26853251	81576697
Japan	chr6	11660001	11680000	0.0068918966926	18766	29876	4334946	13417690
Japan	chr6	11680001	11700000	0.0118306183820357	19005	51938	4390134	13588596
Europe	chr6	11680001	11700000	0.013944321991544	19005	379229	27195944	82614946
Japan	chr6	11700001	11720000	0.003373680731268	18801	14652	4343031	13442715
Europe	chr6	11700001	11720000	0.0037847578694964	18801	101826	26904231	81727947
Europe	chr6	11720001	11740000	0.0092516702087208	18303	242315	26191487	79563247
Japan	chr6	11720001	11740000	0.0072702192773631	18303	30738	4227933	13086705
Europe	chr6	11740001	11760000	0.0077997976608454	19235	214690	27525073	83614757
Japan	chr6	11740001	11760000	0.006390767191391	19235	28396	4443285	13753025
Europe	chr6	11760001	11780000	0.0099544678907421	19045	271268	27250879	82791131
Japan	chr6	11760001	11780000	0.0066950048303688	19045	29453	4399250	13617320
Europe	chr6	11780001	11800000	0.012616198969554	19270	347885	27574470	83767590
Japan	chr6	11780001	11800000	0.0079228041609155	19270	35267	4451328	13778092
Japan	chr6	11800001	11820000	0.0079007003430397	19424	35450	4486944	13888160
Europe	chr6	11800001	11820000	0.0089457580268403	19424	248654	27795744	84436128
Europe	chr6	11820001	11840000	0.0061207693398314	19326	169272	27655347	84010281
Japan	chr6	11820001	11840000	0.0050169288027086	19326	22397	4464285	13818111
Europe	chr6	11840001	11860000	0.007503175204634	19122	205302	27362016	83124900
Japan	chr6	11840001	11860000	0.0068986096822337	19122	30470	4416832	13672580
Europe	chr6	11860001	11880000	0.0094753814410039	18508	250952	26484633	80454591
Japan	chr6	11860001	11880000	0.0081394943591449	18508	34799	4275327	13233241
Europe	chr6	11880001	11900000	0.0082777754488279	18737	221946	26812276	81450110
Japan	chr6	11880001	11900000	0.0055026896570366	18737	23817	4328247	13396955
Europe	chr6	11900001	11920000	0.0112964820637857	18230	294691	26086971	79245969
Japan	chr6	11900001	11920000	0.0085596977533346	18230	36046	4211130	13034450
Japan	chr6	11920001	11940000	0.0045074231625207	18901	19680	4366131	13514215
Europe	chr6	11920001	11940000	0.0077966657782241	18901	210879	27047331	82162647
Europe	chr6	11940001	11960000	0.0035993546297186	19439	100124	27817209	84501333
Japan	chr6	11940001	11960000	0.0034259685476311	19439	15384	4490409	13898885
Europe	chr6	11960001	11980000	0.0144881679410268	18583	385268	26591906	80780668
Japan	chr6	11960001	11980000	0.0126611236249265	18583	54349	4292589	13286929
Europe	chr6	11980001	12000000	0.0032894021180559	19497	91775	27900207	84753459
Japan	chr6	11980001	12000000	0.0032548019930694	19497	14659	4503807	13940355
Japan	chr6	12000001	12020000	0.0044900877927629	19027	19735	4395237	13604305
Europe	chr6	12000001	12020000	0.0035513915511654	19027	96696	27227637	82710369
Japan	chr6	12020001	12040000	0.0076307603814677	19086	33643	4408866	13646490
Europe	chr6	12020001	12040000	0.0079994255996484	19086	218480	27311961	82966947
Europe	chr6	12040001	12060000	0.0166597163400334	18874	449951	27008323	82045649
Japan	chr6	12040001	12060000	0.015746330225674	18874	68652	4359873	13494931
Europe	chr6	12060001	12080000	0.0055753456666889	19451	155186	27834328	84553550
Japan	chr6	12060001	12080000	0.0042584529757425	19451	19134	4493181	13907465
Japan	chr6	12080001	12100000	0.0023453610770222	19017	10303	4392927	13597155
Europe	chr6	12080001	12100000	0.0058453712770952	19017	159072	27213327	82666899
Europe	chr6	12100001	12120000	0.0064231321842746	19173	176217	27434746	83346848
Japan	chr6	12100001	12120000	0.0066562409117101	19173	29479	4428776	13708882
Europe	chr6	12120001	12140000	0.0066401162528365	19189	182334	27459459	83414583
Japan	chr6	12120001	12140000	0.0062549660044425	19189	27726	4432638	13720156
Europe	chr6	12140001	12160000	0.0064094905744345	18975	174038	27153172	82484378
Japan	chr6	12140001	12160000	0.0059056972890964	18975	25886	4383225	13567125
Europe	chr6	12160001	12180000	0.006286827079021	18777	168926	26869834	81623672
Japan	chr6	12160001	12180000	0.0056687201598529	18777	24588	4337487	13425555
Japan	chr6	12180001	12200000	0.0092425716388471	18570	39647	4289607	13277613
Europe	chr6	12180001	12200000	0.0104717982126898	18570	278273	26573564	80723896
Japan	chr6	12200001	12220000	0.0035701593168364	19185	15822	4431735	13717275
Europe	chr6	12200001	12220000	0.0034526152084081	19185	94787	27453682	83397248
Japan	chr6	12220001	12240000	0.0049332692743954	18949	21594	4377219	13548535
Europe	chr6	12220001	12240000	0.0054211128853391	18949	146999	27116019	82371303
